,data,godzina,dom,-,wyjazd,wynik,pusta
8010,,17:00,KS Cracovia,-,Lech Poznań,1:0 (0:0),
8011,03/12/2018,17:00,Piast Gliwice,-,Pogoń Szczecin,3:0 (2:0),
8012,07/12/2018,17:00,Zagłębie Lubin,-,Piast Gliwice,2:2 (1:1),
8013,,19:30,Lech Poznań,-,Śląsk Wrocław,2:0 (0:0),
8014,08/12/2018,14:30,Pogoń Szczecin,-,Zagłębie Sosnowiec,1:0 (0:0),
8015,,17:00,Korona Kielce,-,Wisła Płock,2:2 (2:1),
8016,,19:30,Wisła Kraków,-,Jagiellonia Białystok,2:2 (2:0),
8017,09/12/2018,14:30,Górnik Zabrze,-,Miedź Legnica,1:3 (0:1),
8018,,17:00,Lechia Gdańsk,-,Legia Warszawa,0:0 (0:0),
8019,10/12/2018,17:00,Arka Gdynia,-,KS Cracovia,0:3 (0:2),
8020,14/12/2018,17:00,Wisła Płock,-,Wisła Kraków,1:2 (0:1),
8021,,19:30,Jagiellonia Białystok,-,Zagłębie Lubin,0:4 (0:3),
8022,15/12/2018,14:30,KS Cracovia,-,Pogoń Szczecin,2:1 (0:1),
8023,,17:00,Górnik Zabrze,-,Arka Gdynia,1:1 (1:0),
8024,,19:30,Legia Warszawa,-,Piast Gliwice,2:0 (1:0),
8025,16/12/2018,14:30,Śląsk Wrocław,-,Korona Kielce,1:1 (1:0),
8026,,17:00,Zagłębie Sosnowiec,-,Lech Poznań,0:6 (0:2),
8027,17/12/2018,17:00,Miedź Legnica,-,Lechia Gdańsk,0:0 (0:0),
8028,20/12/2018,17:00,Pogoń Szczecin,-,Śląsk Wrocław,2:1 (0:1),
8029,,19:30,Zagłębie Sosnowiec,-,Legia Warszawa,2:3 (1:0),
8030,21/12/2018,17:00,Arka Gdynia,-,Wisła Płock,3:3 (0:2),
8031,,17:00,Piast Gliwice,-,Jagiellonia Białystok,1:1 (1:1),
8032,,19:30,Wisła Kraków,-,Lech Poznań,0:1 (0:0),
8033,22/12/2018,14:30,Korona Kielce,-,Miedź Legnica,0:0 (0:0),
8034,,17:00,Lechia Gdańsk,-,Górnik Zabrze,4:0 (1:0),
8035,,17:00,Zagłębie Lubin,-,KS Cracovia,1:2 (1:0),
8036,08/02/2019,17:00,Miedź Legnica,-,Jagiellonia Białystok,0:3 (0:2),
8037,,19:30,Lech Poznań,-,Zagłębie Lubin,1:2 (0:0),
8038,09/02/2019,14:30,Śląsk Wrocław,-,Zagłębie Sosnowiec,2:0 (1:0),
8039,,17:00,KS Cracovia,-,Piast Gliwice,2:1 (1:1),
8040,,19:30,Lechia Gdańsk,-,Pogoń Szczecin,2:1 (1:0),
8041,10/02/2019,14:30,Arka Gdynia,-,Korona Kielce,1:2 (0:2),
8042,,17:00,Wisła Płock,-,Legia Warszawa,0:1 (0:0),
8043,11/02/2019,17:00,Górnik Zabrze,-,Wisła Kraków,2:0 (2:0),
8044,15/02/2019,17:00,Pogoń Szczecin,-,Górnik Zabrze,3:1 (2:1),
8045,,19:30,Piast Gliwice,-,Lech Poznań,4:0 (1:0),
8046,16/02/2019,14:30,Jagiellonia Białystok,-,Wisła Płock,1:0 (0:0),
8047,,17:00,Zagłębie Sosnowiec,-,Arka Gdynia,3:2 (1:2),
8048,,19:30,Korona Kielce,-,Lechia Gdańsk,0:0 (0:0),
8049,17/02/2019,14:30,Zagłębie Lubin,-,Miedź Legnica,3:0 (2:0),
8050,,17:00,Legia Warszawa,-,KS Cracovia,0:2 (0:2),
8051,18/02/2019,17:00,Wisła Kraków,-,Śląsk Wrocław,1:0 (1:0),
8052,22/02/2019,17:00,Arka Gdynia,-,Piast Gliwice,1:2 (0:2),
8053,,19:30,Korona Kielce,-,Pogoń Szczecin,1:1 (0:1),
8054,23/02/2019,14:30,Górnik Zabrze,-,Zagłębie Sosnowiec,2:1 (1:0),
8055,,17:00,Lech Poznań,-,Legia Warszawa,2:0 (1:0),
8056,,19:30,Lechia Gdańsk,-,Wisła Kraków,1:0 (1:0),
8057,24/02/2019,14:30,Miedź Legnica,-,Wisła Płock,2:1 (1:1),
8058,,17:00,KS Cracovia,-,Jagiellonia Białystok,1:0 (0:0),
8059,25/02/2019,17:00,Śląsk Wrocław,-,Zagłębie Lubin,2:0 (1:0),
8060,01/03/2019,17:00,Piast Gliwice,-,Śląsk Wrocław,2:0 (1:0),
8061,,19:30,Legia Warszawa,-,Miedź Legnica,2:0 (1:0),
8062,02/03/2019,14:30,Zagłębie Sosnowiec,-,Korona Kielce,4:1 (1:1),
8063,,17:00,Jagiellonia Białystok,-,Górnik Zabrze,2:2 (1:1),
8064,,19:30,Wisła Płock,-,KS Cracovia,3:2 (1:0),
8065,03/03/2019,14:30,Wisła Kraków,-,Pogoń Szczecin,2:3 (0:2),
8066,,17:00,Lech Poznań,-,Arka Gdynia,1:0 (1:0),
8067,04/03/2019,17:00,Zagłębie Lubin,-,Lechia Gdańsk,2:1 (1:1),
8068,08/03/2019,17:00,Górnik Zabrze,-,Piast Gliwice,0:2 (0:1),
8069,,19:30,Śląsk Wrocław,-,Jagiellonia Białystok,2:0 (2:0),
8070,09/03/2019,14:30,KS Cracovia,-,Zagłębie Sosnowiec,2:1 (1:0),
8071,,17:00,Korona Kielce,-,Wisła Kraków,2:6 (2:2),
8072,,19:30,Arka Gdynia,-,Legia Warszawa,1:2 (0:0),
8073,10/03/2019,14:30,Pogoń Szczecin,-,Zagłębie Lubin,0:3 (0:1),
8074,,17:00,Miedź Legnica,-,Lech Poznań,3:2 (2:0),
8075,11/03/2019,17:00,Lechia Gdańsk,-,Wisła Płock,1:1 (0:0),
8076,15/03/2019,17:00,Wisła Płock,-,Pogoń Szczecin,0:2 (0:1),
8077,,19:30,Lech Poznań,-,Górnik Zabrze,0:3 (0:1),
8078,16/03/2019,14:30,Jagiellonia Białystok,-,Korona Kielce,1:3 (0:2),
8079,,17:00,Zagłębie Sosnowiec,-,Lechia Gdańsk,0:1 (0:1),
8080,,19:30,Legia Warszawa,-,Śląsk Wrocław,1:0 (0:0),
8081,17/03/2019,14:30,Piast Gliwice,-,Miedź Legnica,2:1 (1:0),
8082,,14:30,Zagłębie Lubin,-,Arka Gdynia,0:0 (0:0),
8083,,17:00,Wisła Kraków,-,KS Cracovia,3:2 (2:0),
8084,29/03/2019,17:00,Wisła Płock,-,Zagłębie Lubin,0:1 (0:0),
8085,,19:30,Górnik Zabrze,-,KS Cracovia,0:1 (0:1),
8086,,19:30,Lechia Gdańsk,-,Piast Gliwice,2:0 (2:0),
8087,30/03/2019,14:30,Miedź Legnica,-,Zagłębie Sosnowiec,0:2 (0:1),
8088,,17:00,Arka Gdynia,-,Śląsk Wrocław,0:2 (0:0),
8089,,19:30,Korona Kielce,-,Lech Poznań,0:0 (0:0),
8090,31/03/2019,14:30,Pogoń Szczecin,-,Jagiellonia Białystok,0:0 (0:0),
8091,,17:00,Wisła Kraków,-,Legia Warszawa,4:0 (2:0),
8092,02/04/2019,17:00,KS Cracovia,-,Korona Kielce,2:1 (1:0),
8093,,17:00,Śląsk Wrocław,-,Miedź Legnica,0:0 (0:0),
8094,,19:30,Arka Gdynia,-,Lechia Gdańsk,0:0 (0:0),
8095,,19:30,Zagłębie Lubin,-,Górnik Zabrze,1:1 (0:0),
8096,03/04/2019,17:00,Lech Poznań,-,Pogoń Szczecin,3:2 (2:0),
8097,,17:00,Piast Gliwice,-,Wisła Płock,1:0 (1:0),
8098,,19:30,Legia Warszawa,-,Jagiellonia Białystok,3:0 (2:0),
8099,,19:30,Zagłębie Sosnowiec,-,Wisła Kraków,4:3 (2:1),
8100,05/04/2019,17:00,Korona Kielce,-,Zagłębie Lubin,0:2 (0:0),
8101,,19:30,Miedź Legnica,-,KS Cracovia,2:1 (2:0),
8102,06/04/2019,14:30,Jagiellonia Białystok,-,Zagłębie Sosnowiec,2:1 (2:0),
8103,,17:00,Wisła Kraków,-,Piast Gliwice,2:2 (1:1),
8104,,19:30,Lechia Gdańsk,-,Lech Poznań,1:0 (1:0),
8105,07/04/2019,14:30,Pogoń Szczecin,-,Arka Gdynia,3:3 (1:1),
8106,,17:00,Górnik Zabrze,-,Legia Warszawa,1:2 (1:0),
8107,08/04/2019,17:00,Wisła Płock,-,Śląsk Wrocław,2:0 (0:0),
8108,13/04/2019,17:00,Arka Gdynia,-,Miedź Legnica,1:1 (0:0),
8109,,17:00,KS Cracovia,-,Lechia Gdańsk,4:2 (1:1),
8110,,17:00,Lech Poznań,-,Jagiellonia Białystok,0:2 (0:1),
8111,,17:00,Legia Warszawa,-,Pogoń Szczecin,3:1 (0:1),
8112,,17:00,Piast Gliwice,-,Korona Kielce,4:0 (2:0),
8113,,17:00,Śląsk Wrocław,-,Górnik Zabrze,0:1 (0:0),
8114,,17:00,Zagłębie Lubin,-,Wisła Kraków,3:1 (2:0),
8115,,17:00,Zagłębie Sosnowiec,-,Wisła Płock,1:3 (1:2),
8116,22/04/2019,14:30,Wisła Kraków,-,Wisła Płock,2:3 (2:1),
8117,,14:30,Miedź Legnica,-,Zagłębie Sosnowiec,2:2 (2:1),
8118,,17:00,Korona Kielce,-,Śląsk Wrocław,2:0 (1:0),
8119,,17:00,Górnik Zabrze,-,Arka Gdynia,1:0 (0:0),
8120,25/04/2019,17:00,Arka Gdynia,-,Miedź Legnica,2:0 (1:0),
8121,,17:00,Wisła Płock,-,Korona Kielce,2:1 (2:1),
8122,,19:30,Zagłębie Sosnowiec,-,Wisła Kraków,2:1 (0:1),
8123,,19:30,Śląsk Wrocław,-,Górnik Zabrze,1:2 (1:0),
8124,28/04/2019,12:00,Miedź Legnica,-,Wisła Płock,3:2 (3:1),
8125,,14:30,Korona Kielce,-,Arka Gdynia,0:2 (0:1),
8126,,17:00,Wisła Kraków,-,Śląsk Wrocław,1:1 (1:1),
8127,29/04/2019,17:00,Górnik Zabrze,-,Zagłębie Sosnowiec,4:0 (3:0),
8128,03/05/2019,17:00,Wisła Płock,-,Arka Gdynia,1:1 (0:0),
8129,,19:30,Górnik Zabrze,-,Wisła Kraków,1:2 (1:1),
8130,04/05/2019,14:30,Korona Kielce,-,Miedź Legnica,0:0 (0:0),
8131,05/05/2019,14:30,Zagłębie Sosnowiec,-,Śląsk Wrocław,2:4 (0:1),
8132,10/05/2019,17:00,Arka Gdynia,-,Zagłębie Sosnowiec,2:0 (0:0),
8133,,19:30,Wisła Kraków,-,Korona Kielce,1:0 (0:0),
8134,11/05/2019,14:30,Śląsk Wrocław,-,Wisła Płock,2:1 (1:1),
8135,,17:00,Miedź Legnica,-,Górnik Zabrze,0:1 (0:0),
8136,13/05/2019,17:00,Arka Gdynia,-,Wisła Kraków,3:1 (1:1),
8137,14/05/2019,19:30,Miedź Legnica,-,Śląsk Wrocław,0:2 (0:0),
8138,,19:30,Zagłębie Sosnowiec,-,Korona Kielce,2:4 (1:2),
8139,,19:30,Górnik Zabrze,-,Wisła Płock,0:1 (0:1),
8140,18/05/2019,14:30,Śląsk Wrocław,-,Arka Gdynia,4:0 (2:0),
8141,,14:30,Korona Kielce,-,Górnik Zabrze,0:3 (0:0),
8142,,14:30,Wisła Płock,-,Zagłębie Sosnowiec,0:0 (0:0),
8143,,14:30,Wisła Kraków,-,Miedź Legnica,4:5 (1:1),
8144,20/04/2019,14:30,Lechia Gdańsk,-,Piast Gliwice,0:2 (0:1),
8145,,17:00,Zagłębie Lubin,-,Pogoń Szczecin,2:3 (2:2),
8146,,17:00,Jagiellonia Białystok,-,Lech Poznań,3:3 (1:2),
8147,,19:30,Legia Warszawa,-,KS Cracovia,1:0 (0:0),
8148,23/04/2019,17:00,Piast Gliwice,-,Zagłębie Lubin,1:0 (1:0),
8149,,19:30,KS Cracovia,-,Jagiellonia Białystok,0:1 (0:1),
8150,24/04/2019,17:00,Pogoń Szczecin,-,Lechia Gdańsk,3:4 (0:0),
8151,,19:30,Lech Poznań,-,Legia Warszawa,1:0 (0:0),
8152,26/04/2019,17:00,Zagłębie Lubin,-,Jagiellonia Białystok,2:0 (2:0),
8153,,19:30,Piast Gliwice,-,KS Cracovia,3:1 (1:1),
8154,27/04/2019,17:00,Pogoń Szczecin,-,Lech Poznań,1:1 (1:0),
8155,,19:30,Lechia Gdańsk,-,Legia Warszawa,1:3 (1:0),
8156,04/05/2019,17:00,Lech Poznań,-,Zagłębie Lubin,1:1 (0:0),
8157,,19:30,Legia Warszawa,-,Piast Gliwice,0:1 (0:1),
8158,05/05/2019,17:00,KS Cracovia,-,Lechia Gdańsk,2:0 (0:0),
8159,06/05/2019,17:00,Jagiellonia Białystok,-,Pogoń Szczecin,4:2 (2:1),
8160,11/05/2019,19:30,KS Cracovia,-,Lech Poznań,1:0 (1:0),
8161,12/05/2019,12:00,Piast Gliwice,-,Jagiellonia Białystok,2:1 (1:0),
8162,,14:30,Legia Warszawa,-,Pogoń Szczecin,1:1 (0:1),
8163,,17:00,Lechia Gdańsk,-,Zagłębie Lubin,1:1 (0:1),
8164,15/05/2019,19:30,Jagiellonia Białystok,-,Legia Warszawa,1:0 (1:0),
8165,,19:30,Pogoń Szczecin,-,Piast Gliwice,0:0 (0:0),
8166,,19:30,Lech Poznań,-,Lechia Gdańsk,2:1 (0:0),
8167,,19:30,Zagłębie Lubin,-,KS Cracovia,1:2 (0:0),
8168,19/05/2019,17:00,Legia Warszawa,-,Zagłębie Lubin,2:2 (1:1),
8169,,17:00,Piast Gliwice,-,Lech Poznań,1:0 (1:0),
8170,,17:00,KS Cracovia,-,Pogoń Szczecin,0:3 (0:1),
8171,,17:00,Lechia Gdańsk,-,Jagiellonia Białystok,2:0 (1:0),
8172,19/07/2019,17:00,Arka Gdynia,-,Jagiellonia Białystok,0:3 (0:2),
8173,,19:30,ŁKS Łódź,-,Lechia Gdańsk,0:0 (0:0),
8174,20/07/2019,14:00,Raków Częstochowa,-,Korona Kielce,0:1 (0:0),
8175,,16:30,Wisła Kraków,-,Śląsk Wrocław,0:1 (0:0),
8176,,19:00,Piast Gliwice,-,Lech Poznań,1:1 (1:0),
8177,21/07/2019,14:00,Zagłębie Lubin,-,KS Cracovia,1:1 (1:1),
8178,,16:30,Legia Warszawa,-,Pogoń Szczecin,1:2 (0:0),
8179,22/07/2019,17:00,Wisła Płock,-,Górnik Zabrze,1:1 (0:0),
8180,26/07/2019,17:00,Górnik Zabrze,-,Zagłębie Lubin,1:0 (0:0),
8181,,19:30,Lech Poznań,-,Wisła Płock,4:0 (1:0),
8182,27/07/2019,16:30,KS Cracovia,-,ŁKS Łódź,1:2 (0:1),
8183,,19:00,Jagiellonia Białystok,-,Raków Częstochowa,0:1 (0:0),
8184,28/07/2019,14:00,Korona Kielce,-,Legia Warszawa,1:2 (1:1),
8185,,16:30,Śląsk Wrocław,-,Piast Gliwice,2:1 (0:1),
8186,,16:30,Lechia Gdańsk,-,Wisła Kraków,0:0 (0:0),
8187,29/07/2019,17:00,Pogoń Szczecin,-,Arka Gdynia,2:0 (0:0),
8188,02/08/2019,17:00,Arka Gdynia,-,Korona Kielce,1:1 (0:1),
8189,,19:30,Zagłębie Lubin,-,Jagiellonia Białystok,2:2 (0:1),
8190,03/08/2019,16:30,Raków Częstochowa,-,KS Cracovia,1:3 (1:2),
8191,,19:00,ŁKS Łódź,-,Lech Poznań,1:2 (1:2),
8192,04/08/2019,14:00,Wisła Płock,-,Lechia Gdańsk,1:2 (0:1),
8193,,16:30,Piast Gliwice,-,Pogoń Szczecin,0:0 (0:0),
8194,,16:30,Legia Warszawa,-,Śląsk Wrocław,0:0 (0:0),
8195,05/08/2019,17:00,Wisła Kraków,-,Górnik Zabrze,1:0 (0:0),
8196,09/08/2019,19:30,Lech Poznań,-,Śląsk Wrocław,1:3 (1:3),
8197,10/08/2019,14:00,Pogoń Szczecin,-,Wisła Kraków,1:0 (0:0),
8198,,16:30,Zagłębie Lubin,-,Arka Gdynia,2:0 (1:0),
8199,,19:00,Górnik Zabrze,-,Raków Częstochowa,1:0 (0:0),
8200,11/08/2019,14:00,ŁKS Łódź,-,Piast Gliwice,0:1 (0:0),
8201,,16:30,KS Cracovia,-,Korona Kielce,1:0 (1:0),
8202,12/08/2019,17:00,Lechia Gdańsk,-,Jagiellonia Białystok,1:1 (1:0),
8203,18/09/2019,17:00,Wisła Płock,-,Legia Warszawa,1:0 (1:0),
8204,16/08/2019,19:30,Wisła Kraków,-,ŁKS Łódź,4:0 (2:0),
8205,17/08/2019,14:00,Śląsk Wrocław,-,KS Cracovia,2:1 (1:0),
8206,,16:30,Arka Gdynia,-,Lech Poznań,0:0 (0:0),
8207,,19:00,Jagiellonia Białystok,-,Górnik Zabrze,3:1 (2:0),
8208,18/08/2019,14:00,Piast Gliwice,-,Wisła Płock,1:0 (1:0),
8209,,16:30,Legia Warszawa,-,Zagłębie Lubin,1:0 (1:0),
8210,,16:30,Raków Częstochowa,-,Lechia Gdańsk,2:1 (1:0),
8211,19/08/2019,17:00,Korona Kielce,-,Pogoń Szczecin,0:1 (0:1),
8212,23/08/2019,19:30,Jagiellonia Białystok,-,Wisła Kraków,3:2 (2:1),
8213,24/08/2019,14:00,KS Cracovia,-,Arka Gdynia,3:1 (2:0),
8214,,16:30,Lechia Gdańsk,-,Śląsk Wrocław,1:1 (0:1),
8215,,19:00,Raków Częstochowa,-,Lech Poznań,2:3 (0:2),
8216,25/08/2019,14:00,Górnik Zabrze,-,Korona Kielce,3:0 (2:0),
8217,,16:30,Zagłębie Lubin,-,Piast Gliwice,0:3 (0:1),
8218,,16:30,ŁKS Łódź,-,Legia Warszawa,2:3 (1:0),
8219,26/08/2019,17:00,Pogoń Szczecin,-,Wisła Płock,1:2 (1:1),
8220,30/08/2019,17:00,Arka Gdynia,-,Górnik Zabrze,1:0 (0:0),
8221,,19:30,Korona Kielce,-,Jagiellonia Białystok,0:2 (0:1),
8222,31/08/2019,14:00,Wisła Płock,-,ŁKS Łódź,2:1 (1:1),
8223,,16:30,Piast Gliwice,-,Lechia Gdańsk,1:2 (0:0),
8224,,19:00,Wisła Kraków,-,Zagłębie Lubin,4:2 (2:2),
8225,01/09/2019,14:00,Śląsk Wrocław,-,Pogoń Szczecin,1:1 (1:1),
8226,,16:30,Lech Poznań,-,KS Cracovia,1:2 (0:1),
8227,,19:00,Legia Warszawa,-,Raków Częstochowa,3:1 (2:0),
8228,13/09/2019,17:00,Zagłębie Lubin,-,Wisła Płock,5:0 (3:0),
8229,,19:30,Jagiellonia Białystok,-,Legia Warszawa,0:0 (0:0),
8230,14/09/2019,14:00,Raków Częstochowa,-,Arka Gdynia,2:0 (1:0),
8231,,16:30,Lechia Gdańsk,-,Lech Poznań,2:1 (2:1),
8232,,19:00,Korona Kielce,-,Wisła Kraków,1:1 (0:1),
8233,15/09/2019,14:00,Pogoń Szczecin,-,ŁKS Łódź,1:0 (0:0),
8234,,16:30,Górnik Zabrze,-,Śląsk Wrocław,0:0 (0:0),
8235,16/09/2019,17:00,KS Cracovia,-,Piast Gliwice,2:0 (1:0),
8236,20/09/2019,17:00,Piast Gliwice,-,Raków Częstochowa,2:1 (0:1),
8237,,19:30,Lech Poznań,-,Jagiellonia Białystok,1:1 (1:1),
8238,21/09/2019,14:00,ŁKS Łódź,-,Arka Gdynia,1:4 (0:2),
8239,,16:30,Lechia Gdańsk,-,Korona Kielce,2:0 (1:0),
8240,,19:00,Śląsk Wrocław,-,Zagłębie Lubin,4:4 (2:2),
8241,22/09/2019,11:30,Wisła Płock,-,Wisła Kraków,2:1 (1:1),
8242,,14:00,Pogoń Szczecin,-,Górnik Zabrze,1:1 (1:0),
8243,,16:30,KS Cracovia,-,Legia Warszawa,1:2 (0:1),
8244,27/09/2019,19:30,Korona Kielce,-,Śląsk Wrocław,1:0 (0:0),
8245,28/09/2019,14:00,Raków Częstochowa,-,Wisła Płock,1:2 (1:0),
8246,,16:30,Legia Warszawa,-,Lechia Gdańsk,1:2 (1:1),
8247,,19:00,Górnik Zabrze,-,Lech Poznań,1:3 (1:2),
8248,29/09/2019,11:30,Arka Gdynia,-,Piast Gliwice,0:0 (0:0),
8249,,14:00,Jagiellonia Białystok,-,Pogoń Szczecin,2:3 (1:0),
8250,,16:30,Wisła Kraków,-,KS Cracovia,0:1 (0:0),
8251,30/09/2019,17:00,Zagłębie Lubin,-,ŁKS Łódź,3:1 (2:0),
8252,04/10/2019,17:00,Wisła Płock,-,Arka Gdynia,4:1 (2:0),
8253,,19:30,Śląsk Wrocław,-,Jagiellonia Białystok,1:1 (0:0),
8254,05/10/2019,14:00,Pogoń Szczecin,-,Raków Częstochowa,1:2 (1:2),
8255,,16:30,Lech Poznań,-,Wisła Kraków,4:0 (1:0),
8256,,19:00,Lechia Gdańsk,-,Zagłębie Lubin,1:2 (0:1),
8257,06/10/2019,11:30,ŁKS Łódź,-,Korona Kielce,4:1 (2:1),
8258,,14:00,KS Cracovia,-,Górnik Zabrze,1:1 (1:1),
8259,,16:30,Piast Gliwice,-,Legia Warszawa,2:0 (0:0),
8260,18/10/2019,17:00,Zagłębie Lubin,-,Pogoń Szczecin,0:1 (0:1),
8261,,19:30,Wisła Kraków,-,Piast Gliwice,1:2 (0:1),
8262,19/10/2019,14:00,Korona Kielce,-,Wisła Płock,0:1 (0:1),
8263,,16:30,Legia Warszawa,-,Lech Poznań,2:1 (0:0),
8264,,19:00,Jagiellonia Białystok,-,KS Cracovia,3:2 (1:1),
8265,20/10/2019,14:00,Arka Gdynia,-,Lechia Gdańsk,2:2 (0:0),
8266,,16:30,Górnik Zabrze,-,ŁKS Łódź,1:1 (0:0),
8267,21/10/2019,17:00,Raków Częstochowa,-,Śląsk Wrocław,1:0 (0:0),
8268,25/10/2019,17:00,KS Cracovia,-,Pogoń Szczecin,2:0 (0:0),
8269,,19:30,Lech Poznań,-,Zagłębie Lubin,1:2 (0:1),
8270,26/10/2019,14:00,ŁKS Łódź,-,Raków Częstochowa,2:0 (2:0),
8271,,16:30,Piast Gliwice,-,Korona Kielce,1:0 (0:0),
8272,,19:00,Lechia Gdańsk,-,Górnik Zabrze,1:1 (0:0),
8273,27/10/2019,11:30,Wisła Płock,-,Jagiellonia Białystok,3:1 (1:0),
8274,,14:00,Śląsk Wrocław,-,Arka Gdynia,2:1 (1:0),
8275,,16:30,Legia Warszawa,-,Wisła Kraków,7:0 (3:0),
8276,02/11/2019,14:00,Korona Kielce,-,Zagłębie Lubin,1:0 (1:0),
8277,,16:30,KS Cracovia,-,Lechia Gdańsk,1:0 (0:0),
8278,,19:00,Pogoń Szczecin,-,Lech Poznań,1:1 (1:0),
8279,03/11/2019,11:30,Jagiellonia Białystok,-,ŁKS Łódź,2:0 (0:0),
8280,,14:00,Górnik Zabrze,-,Piast Gliwice,1:1 (0:0),
8281,,16:30,Arka Gdynia,-,Legia Warszawa,0:1 (0:0),
8282,04/11/2019,17:00,Śląsk Wrocław,-,Wisła Płock,3:1 (2:0),
8283,,19:30,Raków Częstochowa,-,Wisła Kraków,1:0 (0:0),
8284,08/11/2019,17:00,ŁKS Łódź,-,Śląsk Wrocław,0:1 (0:1),
8285,,19:30,Piast Gliwice,-,Jagiellonia Białystok,3:1 (2:0),
8286,09/11/2019,14:00,Wisła Płock,-,KS Cracovia,0:0 (0:0),
8287,,16:30,Legia Warszawa,-,Górnik Zabrze,5:1 (1:0),
8288,,19:00,Wisła Kraków,-,Arka Gdynia,0:1 (0:0),
8289,10/11/2019,11:30,Zagłębie Lubin,-,Raków Częstochowa,2:2 (2:1),
8290,,14:00,Lech Poznań,-,Korona Kielce,0:0 (0:0),
8291,,16:30,Lechia Gdańsk,-,Pogoń Szczecin,0:1 (0:1),
8292,22/11/2019,17:00,Górnik Zabrze,-,Wisła Płock,2:2 (1:2),
8293,,19:30,Lech Poznań,-,Piast Gliwice,3:0 (1:0),
8294,23/11/2019,14:00,Korona Kielce,-,Raków Częstochowa,3:0 (2:0),
8295,,16:30,Pogoń Szczecin,-,Legia Warszawa,3:1 (1:0),
8296,,19:00,Lechia Gdańsk,-,ŁKS Łódź,3:1 (2:1),
8297,24/11/2019,14:00,Jagiellonia Białystok,-,Arka Gdynia,2:0 (0:0),
8298,,16:30,Śląsk Wrocław,-,Wisła Kraków,2:1 (1:1),
8299,25/11/2019,17:00,KS Cracovia,-,Zagłębie Lubin,2:0 (0:0),
8300,29/11/2019,17:00,Zagłębie Lubin,-,Górnik Zabrze,2:0 (1:0),
8301,,19:30,Wisła Płock,-,Lech Poznań,0:2 (0:1),
8302,30/11/2019,14:00,Arka Gdynia,-,Pogoń Szczecin,1:1 (1:0),
8303,,16:30,Piast Gliwice,-,Śląsk Wrocław,0:3 (0:0),
8304,,19:00,Legia Warszawa,-,Korona Kielce,4:0 (2:0),
8305,01/12/2019,11:30,Raków Częstochowa,-,Jagiellonia Białystok,2:1 (0:1),
8306,,14:00,ŁKS Łódź,-,KS Cracovia,1:0 (0:0),
8307,,16:30,Wisła Kraków,-,Lechia Gdańsk,0:1 (0:1),
8308,06/12/2019,17:00,Korona Kielce,-,Arka Gdynia,0:1 (0:1),
8309,,19:30,Górnik Zabrze,-,Wisła Kraków,4:2 (0:1),
8310,07/12/2019,14:00,Jagiellonia Białystok,-,Zagłębie Lubin,0:1 (0:1),
8311,,16:30,Lech Poznań,-,ŁKS Łódź,2:0 (0:0),
8312,,19:00,Lechia Gdańsk,-,Wisła Płock,2:0 (1:0),
8313,08/12/2019,11:30,KS Cracovia,-,Raków Częstochowa,3:0 (0:0),
8314,,14:00,Pogoń Szczecin,-,Piast Gliwice,1:0 (1:0),
8315,,16:30,Śląsk Wrocław,-,Legia Warszawa,0:3 (0:1),
8316,13/12/2019,17:00,Arka Gdynia,-,Zagłębie Lubin,2:1 (1:1),
8317,,19:30,Wisła Kraków,-,Pogoń Szczecin,1:0 (1:0),
8318,14/12/2019,14:00,Raków Częstochowa,-,Górnik Zabrze,2:1 (1:1),
8319,,16:30,Śląsk Wrocław,-,Lech Poznań,1:1 (1:0),
8320,,19:00,Legia Warszawa,-,Wisła Płock,3:1 (2:1),
8321,15/12/2019,11:30,Piast Gliwice,-,ŁKS Łódź,2:1 (0:1),
8322,,14:00,Korona Kielce,-,KS Cracovia,1:0 (1:0),
8323,,16:30,Jagiellonia Białystok,-,Lechia Gdańsk,3:0 (1:0),
8324,19/12/2019,17:00,ŁKS Łódź,-,Wisła Kraków,2:4 (1:3),
8325,,19:30,Lech Poznań,-,Arka Gdynia,1:1 (0:1),
8326,20/12/2019,17:00,KS Cracovia,-,Śląsk Wrocław,2:0 (0:0),
8327,,17:00,Pogoń Szczecin,-,Korona Kielce,0:1 (0:0),
8328,,19:30,Zagłębie Lubin,-,Legia Warszawa,2:1 (0:1),
8329,21/12/2019,14:00,Lechia Gdańsk,-,Raków Częstochowa,0:3 (0:0),
8330,,16:30,Wisła Płock,-,Piast Gliwice,2:1 (1:1),
8331,,19:00,Górnik Zabrze,-,Jagiellonia Białystok,3:0 (1:0),
8332,07/02/2020,17:00,Arka Gdynia,-,KS Cracovia,0:1 (0:1),
8333,,19:30,Śląsk Wrocław,-,Lechia Gdańsk,2:2 (0:1),
8334,08/02/2020,14:00,Korona Kielce,-,Górnik Zabrze,0:0 (0:0),
8335,,16:30,Lech Poznań,-,Raków Częstochowa,3:0 (0:0),
8336,,19:00,Wisła Kraków,-,Jagiellonia Białystok,3:0 (1:0),
8337,09/02/2020,11:30,Wisła Płock,-,Pogoń Szczecin,2:3 (1:0),
8338,,14:00,Piast Gliwice,-,Zagłębie Lubin,2:0 (1:0),
8339,,16:30,Legia Warszawa,-,ŁKS Łódź,3:1 (0:0),
8340,14/02/2020,17:00,Górnik Zabrze,-,Arka Gdynia,2:0 (0:0),
8341,,19:30,Lechia Gdańsk,-,Piast Gliwice,1:0 (0:0),
