,data,godzina,dom,-,wyjazd,wynik,pusta
3201,,15:00,Pogoń Szczecin,-,Ruch Chorzów,1:1 (1:1),
3202,,15:00,Stomil Olsztyn,-,Polonia Warszawa,0:0 (0:0),
3203,,15:30,Odra Wodzisław,-,Amica Wronki,0:2 (0:0),
3204,,15:30,Ruch Radzionków,-,ŁKS Łódź,1:0 (1:0),
3205,,15:30,Groclin Dyskobolia,-,Wisła Kraków,1:2 (0:0),
3206,15/08/1999,16:30,Legia Warszawa,-,Lech Poznań,1:1 (1:0),
3207,,18:00,Widzew Łódź,-,Górnik Zabrze,1:1 (1:0),
3208,21/08/1999,15:00,Zagłębie Lubin,-,Widzew Łódź,1:0 (1:0),
3209,,15:00,Amica Wronki,-,Petro Plock,2:1 (1:1),
3210,,15:00,Lech Poznań,-,Polonia Warszawa,1:3 (0:2),
3211,,15:30,ŁKS Łódź,-,Groclin Dyskobolia,1:0 (1:0),
3212,,15:30,Górnik Zabrze,-,Ruch Radzionków,5:0 (2:0),
3213,,16:30,Legia Warszawa,-,Odra Wodzisław,1:1 (1:0),
3214,22/08/1999,15:00,Ruch Chorzów,-,Stomil Olsztyn,3:0 (2:0),
3215,,16:00,Wisła Kraków,-,Pogoń Szczecin,1:1 (0:0),
3216,28/08/1999,15:00,Stomil Olsztyn,-,Wisła Kraków,1:1 (0:0),
3217,,15:30,Ruch Radzionków,-,Zagłębie Lubin,1:0 (0:0),
3218,,15:30,Groclin Dyskobolia,-,Górnik Zabrze,0:2 (0:1),
3219,,16:00,Pogoń Szczecin,-,ŁKS Łódź,0:0 (0:0),
3220,,16:00,Polonia Warszawa,-,Ruch Chorzów,0:2 (0:1),
3221,29/08/1999,15:00,Odra Wodzisław,-,Lech Poznań,4:0 (3:0),
3222,,15:00,Petro Plock,-,Legia Warszawa,3:1 (2:0),
3223,,18:00,Widzew Łódź,-,Amica Wronki,3:2 (1:0),
3224,11/09/1999,15:00,Amica Wronki,-,Ruch Radzionków,1:1 (1:0),
3225,,15:00,Odra Wodzisław,-,Petro Plock,1:2 (1:2),
3226,,16:00,Zagłębie Lubin,-,Groclin Dyskobolia,1:0 (1:0),
3227,,17:00,ŁKS Łódź,-,Stomil Olsztyn,1:1 (1:0),
3228,,18:00,Legia Warszawa,-,Widzew Łódź,2:1 (1:1),
3229,12/09/1999,13:30,Wisła Kraków,-,Polonia Warszawa,2:3 (0:2),
3230,,15:30,Górnik Zabrze,-,Pogoń Szczecin,2:2 (0:0),
3231,,17:00,Lech Poznań,-,Ruch Chorzów,1:2 (1:1),
3232,18/09/1999,13:00,Ruch Chorzów,-,Wisła Kraków,1:1 (0:0),
3233,,15:00,Stomil Olsztyn,-,Górnik Zabrze,1:0 (1:0),
3234,,15:00,Polonia Warszawa,-,ŁKS Łódź,1:0 (0:0),
3235,,16:00,Pogoń Szczecin,-,Zagłębie Lubin,1:0 (0:0),
3236,19/09/1999,15:00,Petro Plock,-,Lech Poznań,2:1 (1:0),
3237,,15:00,Groclin Dyskobolia,-,Amica Wronki,1:1 (1:0),
3238,,15:30,Widzew Łódź,-,Odra Wodzisław,1:1 (0:1),
3239,,15:30,Ruch Radzionków,-,Legia Warszawa,1:1 (1:1),
3240,25/09/1999,15:00,Zagłębie Lubin,-,Stomil Olsztyn,2:0 (1:0),
3241,,15:00,Amica Wronki,-,Pogoń Szczecin,2:2 (1:1),
3242,,15:00,Odra Wodzisław,-,Ruch Radzionków,0:0 (0:0),
3243,,15:00,Petro Plock,-,Widzew Łódź,0:0 (0:0),
3244,,15:30,ŁKS Łódź,-,Ruch Chorzów,2:2 (1:1),
3245,,17:30,Górnik Zabrze,-,Polonia Warszawa,0:1 (0:0),
3246,26/09/1999,15:30,Lech Poznań,-,Wisła Kraków,4:1 (2:1),
3247,,18:00,Legia Warszawa,-,Groclin Dyskobolia,5:0 (2:0),
3248,02/10/1999,13:00,Ruch Radzionków,-,Petro Plock,2:1 (1:1),
3249,,13:00,Polonia Warszawa,-,Zagłębie Lubin,1:1 (1:0),
3250,,14:00,Groclin Dyskobolia,-,Odra Wodzisław,0:1 (0:1),
3251,,14:00,Wisła Kraków,-,ŁKS Łódź,1:0 (1:0),
3252,,15:00,Ruch Chorzów,-,Górnik Zabrze,2:1 (2:1),
3253,03/10/1999,11:00,Stomil Olsztyn,-,Amica Wronki,1:1 (0:0),
3254,,14:30,Pogoń Szczecin,-,Legia Warszawa,2:4 (1:1),
3255,,16:00,Widzew Łódź,-,Lech Poznań,2:2 (1:1),
3256,16/10/1999,13:00,Amica Wronki,-,Polonia Warszawa,5:0 (0:0),
3257,,13:30,Odra Wodzisław,-,Pogoń Szczecin,1:0 (1:0),
3258,,14:00,Petro Plock,-,Groclin Dyskobolia,1:1 (1:0),
3259,,15:00,Górnik Zabrze,-,Wisła Kraków,1:0 (0:0),
3260,,16:00,Lech Poznań,-,ŁKS Łódź,1:1 (1:0),
3261,,17:05,Legia Warszawa,-,Stomil Olsztyn,4:0 (2:0),
3262,17/10/1999,13:00,Zagłębie Lubin,-,Ruch Chorzów,0:0 (0:0),
3263,,17:00,Widzew Łódź,-,Ruch Radzionków,2:1 (1:0),
3264,23/10/1999,11:00,Pogoń Szczecin,-,Petro Plock,2:1 (2:0),
3265,,12:00,Stomil Olsztyn,-,Odra Wodzisław,2:1 (1:0),
3266,,13:00,Ruch Radzionków,-,Lech Poznań,4:1 (1:0),
3267,,15:00,ŁKS Łódź,-,Górnik Zabrze,2:2 (2:0),
3268,24/10/1999,13:00,Groclin Dyskobolia,-,Widzew Łódź,1:0 (0:0),
3269,,13:30,Polonia Warszawa,-,Legia Warszawa,1:1 (0:1),
3270,,13:30,Wisła Kraków,-,Zagłębie Lubin,4:0 (1:0),
3271,,15:00,Ruch Chorzów,-,Amica Wronki,1:1 (0:0),
3272,30/10/1999,12:30,Ruch Radzionków,-,Groclin Dyskobolia,2:0 (0:0),
3273,,13:00,Odra Wodzisław,-,Polonia Warszawa,3:1 (2:0),
3274,,15:00,Amica Wronki,-,Wisła Kraków,0:0 (0:0),
3275,,15:00,Petro Plock,-,Stomil Olsztyn,1:1 (1:0),
3276,,16:00,Lech Poznań,-,Górnik Zabrze,1:1 (1:0),
3277,,17:00,Widzew Łódź,-,Pogoń Szczecin,1:2 (0:1),
3278,,17:05,Legia Warszawa,-,Ruch Chorzów,3:1 (1:0),
3279,31/10/1999,13:00,Zagłębie Lubin,-,ŁKS Łódź,1:0 (1:0),
3280,05/11/1999,17:00,Górnik Zabrze,-,Zagłębie Lubin,0:0 (0:0),
3281,06/11/1999,11:00,Polonia Warszawa,-,Petro Plock,3:0 (1:0) dec.,
3282,,13:30,Pogoń Szczecin,-,Ruch Radzionków,4:0 (1:0),
3283,,15:00,Ruch Chorzów,-,Odra Wodzisław,3:1 (0:0),
3284,07/11/1999,12:00,Groclin Dyskobolia,-,Lech Poznań,1:2 (0:0),
3285,,12:00,Stomil Olsztyn,-,Widzew Łódź,2:2 (1:1),
3286,,12:30,Wisła Kraków,-,Legia Warszawa,1:1 (1:0),
3287,,16:30,ŁKS Łódź,-,Amica Wronki,3:0 (2:0),
3288,04/03/2000,11:00,ŁKS Łódź,-,Legia Warszawa,1:1 (1:1),
3289,,13:00,Stomil Olsztyn,-,Ruch Radzionków,1:0 (1:0),
3290,,13:30,Wisła Kraków,-,Odra Wodzisław,3:1 (2:1),
3291,,15:15,Ruch Chorzów,-,Petro Plock,3:1 (2:0),
3292,,15:30,Górnik Zabrze,-,Amica Wronki,1:3 (1:0),
3293,05/03/2000,11:00,Lech Poznań,-,Zagłębie Lubin,2:0 (1:0),
3294,,13:00,Polonia Warszawa,-,Widzew Łódź,1:0 (0:0),
3295,,14:00,Pogoń Szczecin,-,Groclin Dyskobolia,1:0 (1:0),
3296,11/03/2000,13:00,Ruch Radzionków,-,Polonia Warszawa,0:2 (0:1),
3297,,14:00,Pogoń Szczecin,-,Lech Poznań,4:3 (0:1),
3298,,14:00,Groclin Dyskobolia,-,Stomil Olsztyn,3:2 (1:2),
3299,,17:10,Legia Warszawa,-,Górnik Zabrze,0:0 (0:0),
3300,12/03/2000,13:00,Petro Plock,-,Wisła Kraków,1:1 (0:0),
3301,,13:00,Odra Wodzisław,-,ŁKS Łódź,2:0 (0:0),
3302,,14:00,Widzew Łódź,-,Ruch Chorzów,1:0 (1:0),
3303,,15:00,Amica Wronki,-,Zagłębie Lubin,1:1 (1:1),
3304,15/03/2000,14:00,Polonia Warszawa,-,Groclin Dyskobolia,1:0 (0:0),
3305,,14:00,Zagłębie Lubin,-,Legia Warszawa,2:3 (2:0),
3306,,14:00,ŁKS Łódź,-,Petro Plock,1:2 (1:2),
3307,,14:15,Wisła Kraków,-,Widzew Łódź,3:1 (3:1),
3308,,14:15,Stomil Olsztyn,-,Pogoń Szczecin,1:1 (1:1),
3309,,15:00,Ruch Chorzów,-,Ruch Radzionków,2:1 (0:0),
3310,,15:30,Górnik Zabrze,-,Odra Wodzisław,0:2 (0:0),
3311,,17:00,Lech Poznań,-,Amica Wronki,2:1 (0:1),
3312,18/03/2000,13:00,Stomil Olsztyn,-,Lech Poznań,1:1 (1:0),
3313,,13:00,Petro Plock,-,Górnik Zabrze,1:0 (0:0),
3314,,13:30,Ruch Radzionków,-,Wisła Kraków,4:1 (1:0),
3315,,14:00,Groclin Dyskobolia,-,Ruch Chorzów,0:3 (0:1),
3316,,14:00,Odra Wodzisław,-,Zagłębie Lubin,1:1 (1:0),
3317,,15:00,Pogoń Szczecin,-,Polonia Warszawa,0:2 (0:0),
3318,,17:10,Legia Warszawa,-,Amica Wronki,2:0 (0:0),
3319,19/03/2000,14:00,Widzew Łódź,-,ŁKS Łódź,2:0 (2:0),
3320,25/03/2000,11:00,Lech Poznań,-,Legia Warszawa,1:2 (0:0),
3321,,14:00,Polonia Warszawa,-,Stomil Olsztyn,2:0 (0:0),
3322,,14:00,Wisła Kraków,-,Groclin Dyskobolia,3:0 (2:0),
3323,,14:00,ŁKS Łódź,-,Ruch Radzionków,1:0 (0:0),
3324,,15:00,Ruch Chorzów,-,Pogoń Szczecin,2:2 (1:2),
3325,,15:30,Górnik Zabrze,-,Widzew Łódź,0:1 (0:0),
3326,,15:30,Amica Wronki,-,Odra Wodzisław,1:0 (1:0),
3327,26/03/2000,13:00,Zagłębie Lubin,-,Petro Plock,5:0 (3:0),
3328,01/04/2000,12:30,Pogoń Szczecin,-,Wisła Kraków,3:3 (1:1),
3329,,13:00,Polonia Warszawa,-,Lech Poznań,5:0 (2:0),
3330,,13:00,Stomil Olsztyn,-,Ruch Chorzów,0:0 (0:0),
3331,,14:00,Odra Wodzisław,-,Legia Warszawa,0:2 (0:1),
3332,,14:00,Petro Plock,-,Amica Wronki,0:0 (0:0),
3333,,14:30,Ruch Radzionków,-,Górnik Zabrze,1:0 (0:0),
3334,,15:00,Groclin Dyskobolia,-,ŁKS Łódź,2:1 (0:1),
3335,,15:30,Widzew Łódź,-,Zagłębie Lubin,2:1 (1:1),
3336,07/04/2000,19:00,Amica Wronki,-,Widzew Łódź,2:0 (0:0),
3337,08/04/2000,13:00,Ruch Chorzów,-,Polonia Warszawa,2:2 (2:2),
3338,,13:30,Wisła Kraków,-,Stomil Olsztyn,4:2 (1:0),
3339,,15:00,Lech Poznań,-,Odra Wodzisław,0:1 (0:1),
3340,,15:30,Górnik Zabrze,-,Groclin Dyskobolia,1:2 (0:1),
3341,,15:30,ŁKS Łódź,-,Pogoń Szczecin,4:3 (3:2),
3342,,17:10,Legia Warszawa,-,Petro Plock,1:0 (1:0),
3343,09/04/2000,13:00,Zagłębie Lubin,-,Ruch Radzionków,3:3 (1:3),
3344,15/04/2000,14:00,Petro Plock,-,Odra Wodzisław,0:1 (0:0),
3345,,15:00,Ruch Chorzów,-,Lech Poznań,2:0 (1:0),
3346,,15:00,Stomil Olsztyn,-,ŁKS Łódź,1:0 (1:0),
3347,,15:00,Ruch Radzionków,-,Amica Wronki,0:3 (0:2),
3348,,15:30,Pogoń Szczecin,-,Górnik Zabrze,0:1 (0:1),
3349,,19:00,Widzew Łódź,-,Legia Warszawa,3:2 (2:1),
3350,16/04/2000,13:00,Polonia Warszawa,-,Wisła Kraków,2:1 (0:1),
3351,,15:00,Groclin Dyskobolia,-,Zagłębie Lubin,1:0 (1:0),
3352,21/04/2000,15:00,Zagłębie Lubin,-,Pogoń Szczecin,3:1 (1:1),
3353,22/04/2000,11:00,ŁKS Łódź,-,Polonia Warszawa,0:2 (0:1),
3354,,13:30,Wisła Kraków,-,Ruch Chorzów,4:0 (1:0),
3355,,14:10,Legia Warszawa,-,Ruch Radzionków,4:2 (3:2),
3356,,15:30,Amica Wronki,-,Groclin Dyskobolia,0:1 (0:0),
3357,,15:30,Górnik Zabrze,-,Stomil Olsztyn,1:0 (1:0),
3358,,15:30,Odra Wodzisław,-,Widzew Łódź,2:0 (1:0),
3359,10/05/2000,19:15,Lech Poznań,-,Petro Plock,1:0 (0:0),
3360,29/04/2000,13:30,Wisła Kraków,-,Lech Poznań,2:0 (1:0),
3361,,14:00,Ruch Chorzów,-,ŁKS Łódź,3:0 (2:0),
3362,,15:00,Polonia Warszawa,-,Górnik Zabrze,1:0 (1:0),
3363,,15:00,Stomil Olsztyn,-,Zagłębie Lubin,1:1 (0:1),
3364,,15:00,Pogoń Szczecin,-,Amica Wronki,0:3 (0:1),
3365,,15:00,Ruch Radzionków,-,Odra Wodzisław,2:1 (0:0),
3366,30/04/2000,13:00,Groclin Dyskobolia,-,Legia Warszawa,1:0 (0:0),
3367,17/05/2000,16:15,Widzew Łódź,-,Petro Plock,4:3 (1:0),
3368,06/05/2000,15:00,Zagłębie Lubin,-,Polonia Warszawa,2:1 (1:0),
3369,,15:00,Górnik Zabrze,-,Ruch Chorzów,1:2 (0:1),
3370,,15:30,ŁKS Łódź,-,Wisła Kraków,0:2 (0:1),
3371,,15:30,Odra Wodzisław,-,Groclin Dyskobolia,0:2 (0:1),
3372,,19:15,Lech Poznań,-,Widzew Łódź,3:5 (1:3),
3373,07/05/2000,15:00,Petro Plock,-,Ruch Radzionków,1:3 (0:2),
3374,,16:30,Amica Wronki,-,Stomil Olsztyn,1:1 (1:1),
3375,,19:00,Legia Warszawa,-,Pogoń Szczecin,5:1 (2:1),
3376,13/05/2000,15:00,Ruch Chorzów,-,Zagłębie Lubin,0:2 (0:1),
3377,,15:00,Stomil Olsztyn,-,Legia Warszawa,1:0 (0:0),
3378,,15:00,Ruch Radzionków,-,Widzew Łódź,4:1 (2:1),
3379,,15:30,ŁKS Łódź,-,Lech Poznań,1:0 (1:0),
3380,,16:00,Pogoń Szczecin,-,Odra Wodzisław,0:0 (0:0),
3381,14/05/2000,13:00,Polonia Warszawa,-,Amica Wronki,4:0 (2:0),
3382,,13:30,Wisła Kraków,-,Górnik Zabrze,6:3 (3:1),
3383,,15:30,Groclin Dyskobolia,-,Petro Plock,3:1 (1:1),
3384,19/05/2000,19:00,Amica Wronki,-,Ruch Chorzów,1:4 (0:2),
3385,20/05/2000,10:00,Petro Plock,-,Pogoń Szczecin,3:1 (3:0),
3386,,15:00,Zagłębie Lubin,-,Wisła Kraków,3:2 (1:1),
3387,,15:30,Widzew Łódź,-,Groclin Dyskobolia,2:3 (1:2),
3388,,15:30,Odra Wodzisław,-,Stomil Olsztyn,3:1 (2:0),
3389,,17:10,Legia Warszawa,-,Polonia Warszawa,0:3 (0:0),
3390,,18:00,Górnik Zabrze,-,ŁKS Łódź,3:1 (3:0),
3391,,19:15,Lech Poznań,-,Ruch Radzionków,3:1 (1:1),
3392,24/05/2000,16:00,Polonia Warszawa,-,Odra Wodzisław,4:1 (3:0),
3393,,16:00,Ruch Chorzów,-,Legia Warszawa,0:1 (0:1),
3394,,16:00,Wisła Kraków,-,Amica Wronki,1:1 (1:0),
3395,,16:00,Groclin Dyskobolia,-,Ruch Radzionków,2:1 (2:1),
3396,,16:00,Pogoń Szczecin,-,Widzew Łódź,2:3 (2:3),
3397,,16:00,Stomil Olsztyn,-,Petro Plock,2:2 (0:1),
3398,,16:00,Górnik Zabrze,-,Lech Poznań,4:0 (1:0),
3399,,16:00,ŁKS Łódź,-,Zagłębie Lubin,4:2 (1:0),
3400,28/05/2000,16:00,Legia Warszawa,-,Wisła Kraków,0:2 (0:2),
3401,,16:00,Petro Plock,-,Polonia Warszawa,2:1 (1:0),
3402,,16:00,Odra Wodzisław,-,Ruch Chorzów,2:2 (0:1),
3403,,16:00,Zagłębie Lubin,-,Górnik Zabrze,2:1 (2:1),
3404,,16:00,Amica Wronki,-,ŁKS Łódź,2:1 (1:0),
3405,,16:00,Widzew Łódź,-,Stomil Olsztyn,2:2 (0:2),
3406,,16:00,Lech Poznań,-,Groclin Dyskobolia,0:0 (0:0),
3407,,16:00,Ruch Radzionków,-,Pogoń Szczecin,1:0 (1:0),
3408,22/07/2000,16:00,Wisła Kraków,-,Ruch Radzionków,4:0 (1:0),
3409,,16:00,Śląsk Wrocław,-,Górnik Zabrze,1:0 (1:0),
3410,,16:00,Stomil Olsztyn,-,Odra Wodzisław,3:1 (1:1),
3411,,16:30,Legia Warszawa,-,Zagłębie Lubin,1:0 (0:0),
3412,,16:30,Ruch Chorzów,-,Widzew Łódź,2:1 (1:1),
3413,,17:30,Amica Wronki,-,Polonia Warszawa,1:0 (1:0),
3414,,19:00,Orlen Plock,-,Groclin Dyskobolia,1:0 (0:0),
3415,23/07/2000,17:00,GKS Katowice,-,Pogoń Szczecin,0:0 (0:0),
3416,29/07/2000,15:30,Ruch Radzionków,-,Legia Warszawa,0:1 (0:0),
3417,,15:30,Zagłębie Lubin,-,Amica Wronki,3:2 (2:1),
3418,,15:30,Odra Wodzisław,-,GKS Katowice,0:0 (0:0),
3419,,16:00,Górnik Zabrze,-,Ruch Chorzów,4:1 (1:1),
3420,,16:00,Groclin Dyskobolia,-,Wisła Kraków,0:3 (0:2),
3421,,16:30,Polonia Warszawa,-,Stomil Olsztyn,4:1 (3:1),
3422,,16:30,Widzew Łódź,-,Orlen Plock,3:2 (0:0),
3423,,17:00,Pogoń Szczecin,-,Śląsk Wrocław,2:0 (1:0),
3424,05/08/2000,15:30,Zagłębie Lubin,-,Ruch Radzionków,3:1 (0:1),
3425,,16:00,Śląsk Wrocław,-,Odra Wodzisław,2:2 (1:0),
3426,,16:00,Wisła Kraków,-,Widzew Łódź,2:2 (1:0),
3427,,16:30,Amica Wronki,-,Stomil Olsztyn,2:0 (0:0),
3428,,16:30,Legia Warszawa,-,Groclin Dyskobolia,3:1 (1:0),
3429,,17:00,Ruch Chorzów,-,Pogoń Szczecin,0:1 (0:1),
3430,06/08/2000,16:30,Orlen Plock,-,Górnik Zabrze,1:0 (0:0),
3431,,16:30,GKS Katowice,-,Polonia Warszawa,0:0 (0:0),
3432,12/08/2000,16:00,Stomil Olsztyn,-,GKS Katowice,1:0 (0:0),
3433,,16:30,Pogoń Szczecin,-,Orlen Plock,3:2 (1:1),
3434,,17:00,Widzew Łódź,-,Legia Warszawa,0:0 (0:0),
3435,13/08/2000,15:00,Groclin Dyskobolia,-,Zagłębie Lubin,2:0 (2:0),
3436,,15:30,Polonia Warszawa,-,Śląsk Wrocław,3:1 (1:0),
3437,,15:30,Odra Wodzisław,-,Ruch Chorzów,2:1 (2:0),
3438,,15:30,Ruch Radzionków,-,Amica Wronki,1:2 (0:2),
3439,,16:00,Górnik Zabrze,-,Wisła Kraków,1:2 (0:2),
3440,19/08/2000,15:00,Wisła Kraków,-,Pogoń Szczecin,1:2 (0:1),
3441,,15:30,Ruch Radzionków,-,Groclin Dyskobolia,2:1 (1:1),
3442,,15:30,Zagłębie Lubin,-,Widzew Łódź,4:2 (1:2),
3443,,16:00,Śląsk Wrocław,-,Stomil Olsztyn,0:1 (0:0),
3444,,16:30,Legia Warszawa,-,Górnik Zabrze,1:1 (0:0),
3445,,16:30,Ruch Chorzów,-,Polonia Warszawa,0:3 (0:1),
3446,,16:30,Orlen Plock,-,Odra Wodzisław,1:2 (0:1),
3447,,16:30,Amica Wronki,-,GKS Katowice,1:1 (1:0),
3448,26/08/2000,15:00,Pogoń Szczecin,-,Legia Warszawa,1:1 (1:0),
3449,,16:00,Górnik Zabrze,-,Zagłębie Lubin,1:1 (0:0),
3450,,16:30,Widzew Łódź,-,Ruch Radzionków,3:1 (1:1),
3451,,16:30,GKS Katowice,-,Śląsk Wrocław,1:1 (0:1),
3452,27/08/2000,15:00,Polonia Warszawa,-,Orlen Plock,1:0 (1:0),
3453,,15:30,Odra Wodzisław,-,Wisła Kraków,0:2 (0:1),
3454,,16:00,Stomil Olsztyn,-,Ruch Chorzów,0:0 (0:0),
3455,,16:30,Amica Wronki,-,Groclin Dyskobolia,2:2 (1:1),
3456,09/09/2000,15:00,Zagłębie Lubin,-,Pogoń Szczecin,0:1 (0:1),
3457,,15:00,Groclin Dyskobolia,-,Widzew Łódź,1:1 (0:0),
3458,,15:30,Ruch Radzionków,-,Górnik Zabrze,3:1 (1:0),
3459,,16:00,Śląsk Wrocław,-,Amica Wronki,1:1 (1:0),
3460,,16:30,Legia Warszawa,-,Odra Wodzisław,2:0 (0:0),
3461,,16:30,Orlen Plock,-,Stomil Olsztyn,1:2 (0:0),
3462,,16:30,Ruch Chorzów,-,GKS Katowice,0:0 (0:0),
3463,10/09/2000,15:00,Wisła Kraków,-,Polonia Warszawa,4:0 (0:0),
3464,16/09/2000,15:00,Pogoń Szczecin,-,Ruch Radzionków,1:0 (0:0),
3465,,15:30,Odra Wodzisław,-,Zagłębie Lubin,0:1 (0:0),
3466,,16:30,GKS Katowice,-,Orlen Plock,0:0 (0:0),
3467,,19:00,Górnik Zabrze,-,Groclin Dyskobolia,1:2 (1:2),
3468,17/09/2000,13:00,Polonia Warszawa,-,Legia Warszawa,0:0 (0:0),
3469,,15:00,Stomil Olsztyn,-,Wisła Kraków,0:3 (0:1),
3470,,15:00,Śląsk Wrocław,-,Ruch Chorzów,3:2 (0:0),
3471,,16:30,Amica Wronki,-,Widzew Łódź,3:1 (2:0),
3472,30/09/2000,14:00,Groclin Dyskobolia,-,Pogoń Szczecin,2:1 (1:0),
3473,,14:30,Ruch Radzionków,-,Odra Wodzisław,0:1 (0:0),
3474,,15:00,Widzew Łódź,-,Górnik Zabrze,1:0 (0:0),
3475,,16:30,Orlen Plock,-,Śląsk Wrocław,2:1 (1:0),
3476,,19:00,Legia Warszawa,-,Stomil Olsztyn,2:1 (1:0),
3477,01/10/2000,12:00,Wisła Kraków,-,GKS Katowice,3:1 (0:1),
3478,,13:00,Zagłębie Lubin,-,Polonia Warszawa,0:1 (0:1),
3479,,16:30,Ruch Chorzów,-,Amica Wronki,3:1 (3:1),
3480,14/10/2000,13:00,Polonia Warszawa,-,Ruch Radzionków,2:1 (1:0),
3481,,13:00,Stomil Olsztyn,-,Zagłębie Lubin,1:3 (0:3),
3482,,14:00,Pogoń Szczecin,-,Widzew Łódź,3:0 (0:0),
3483,,14:30,Odra Wodzisław,-,Groclin Dyskobolia,2:1 (0:1),
3484,,15:00,GKS Katowice,-,Legia Warszawa,1:0 (0:0),
3485,,16:30,Ruch Chorzów,-,Orlen Plock,1:1 (0:0),
3486,,16:30,Amica Wronki,-,Górnik Zabrze,3:0 (1:0),
3487,15/10/2000,13:00,Śląsk Wrocław,-,Wisła Kraków,0:1 (0:0),
3488,21/10/2000,13:00,Groclin Dyskobolia,-,Polonia Warszawa,0:0 (0:0),
3489,,13:00,Ruch Radzionków,-,Stomil Olsztyn,0:0 (0:0),
3490,,16:00,Górnik Zabrze,-,Pogoń Szczecin,1:0 (0:0),
3491,,16:30,Legia Warszawa,-,Śląsk Wrocław,3:1 (0:0),
3492,,16:30,Orlen Plock,-,Amica Wronki,2:6 (1:2),
3493,22/10/2000,13:00,Wisła Kraków,-,Ruch Chorzów,2:0 (0:0),
3494,,13:00,Zagłębie Lubin,-,GKS Katowice,1:0 (1:0),
3495,,14:00,Widzew Łódź,-,Odra Wodzisław,4:1 (4:1),
3496,28/10/2000,12:00,Polonia Warszawa,-,Widzew Łódź,3:1 (0:1),
3497,,13:00,Śląsk Wrocław,-,Zagłębie Lubin,2:1 (0:0),
3498,,13:00,Stomil Olsztyn,-,Groclin Dyskobolia,0:0 (0:0),
3499,,14:00,Odra Wodzisław,-,Górnik Zabrze,0:0 (0:0),
3500,,15:00,Ruch Chorzów,-,Legia Warszawa,1:4 (0:1),
3501,,16:00,GKS Katowice,-,Ruch Radzionków,3:0 (0:0),
3502,29/10/2000,16:00,Orlen Plock,-,Wisła Kraków,0:5 (0:2),
3503,,16:30,Amica Wronki,-,Pogoń Szczecin,1:2 (1:1),
3504,03/11/2000,19:15,Górnik Zabrze,-,Polonia Warszawa,2:1 (1:0),
3505,04/11/2000,12:00,Wisła Kraków,-,Amica Wronki,4:0 (2:0),
3506,,12:30,Ruch Radzionków,-,Śląsk Wrocław,2:0 (2:0),
3507,,13:00,Pogoń Szczecin,-,Odra Wodzisław,2:1 (0:1),
3508,,15:00,Widzew Łódź,-,Stomil Olsztyn,1:1 (1:1),
3509,,16:30,Legia Warszawa,-,Orlen Plock,1:1 (0:1),
3510,05/11/2000,12:00,Groclin Dyskobolia,-,GKS Katowice,1:0 (0:0),
3511,,13:00,Zagłębie Lubin,-,Ruch Chorzów,0:2 (0:1),
3512,11/11/2000,11:00,Śląsk Wrocław,-,Groclin Dyskobolia,1:1 (0:0),
3513,,12:00,Polonia Warszawa,-,Pogoń Szczecin,1:2 (1:1),
3514,,13:00,Stomil Olsztyn,-,Górnik Zabrze,1:0 (1:0),
3515,,15:00,Ruch Chorzów,-,Ruch Radzionków,1:2 (1:0),
3516,,16:00,GKS Katowice,-,Widzew Łódź,3:1 (1:1),
3517,,16:30,Orlen Plock,-,Zagłębie Lubin,1:3 (0:1),
3518,12/11/2000,12:00,Wisła Kraków,-,Legia Warszawa,3:3 (1:1),
3519,,16:30,Amica Wronki,-,Odra Wodzisław,4:0 (3:0),
3520,18/11/2000,11:00,Groclin Dyskobolia,-,Ruch Chorzów,0:2 (0:0),
3521,,12:00,Odra Wodzisław,-,Polonia Warszawa,2:0 (0:0),
3522,,12:00,Pogoń Szczecin,-,Stomil Olsztyn,1:0 (1:0),
3523,,12:00,Ruch Radzionków,-,Orlen Plock,2:1 (1:0),
3524,,14:30,Górnik Zabrze,-,GKS Katowice,0:0 (0:0),
3525,,15:00,Widzew Łódź,-,Śląsk Wrocław,0:3 (0:1),
3526,,19:15,Legia Warszawa,-,Amica Wronki,3:0 (1:0),
3527,19/11/2000,12:00,Zagłębie Lubin,-,Wisła Kraków,4:2 (1:0),
3528,10/03/2001,13:00,Polonia Warszawa,-,Amica Wronki,3:0 (0:0),
3529,,13:00,Ruch Radzionków,-,Wisła Kraków,0:2 (0:2),
3530,,13:30,Pogoń Szczecin,-,GKS Katowice,1:2 (0:1),
3531,,14:00,Odra Wodzisław,-,Stomil Olsztyn,2:1 (1:0),
3532,,14:00,Groclin Dyskobolia,-,Orlen Plock,1:2 (0:1),
3533,,15:00,Widzew Łódź,-,Ruch Chorzów,1:0 (1:0),
3534,,16:15,Górnik Zabrze,-,Śląsk Wrocław,2:0 (1:0),
3535,11/03/2001,13:30,Zagłębie Lubin,-,Legia Warszawa,3:1 (2:1),
3536,17/03/2001,13:00,Stomil Olsztyn,-,Polonia Warszawa,0:3 (0:2),
3537,,14:00,GKS Katowice,-,Odra Wodzisław,2:2 (1:1),
3538,,14:00,Wisła Kraków,-,Groclin Dyskobolia,1:1 (0:1),
3539,,15:00,Ruch Chorzów,-,Górnik Zabrze,3:2 (1:0),
3540,,16:30,Legia Warszawa,-,Ruch Radzionków,3:0 (0:0),
3541,,16:30,Orlen Plock,-,Widzew Łódź,4:1 (2:0),
